,sentiment
期待,122.17197937511898
不配,38.82699548863302
先,25.608058710978746
竟然,18.156655871550722
掉,-25.20034027778854
好好看,73.78543639759869
岁,58.9953683942133
颜色,60.41372636172733
现实,62.190142527912634
站,64.94960527178552
换,13.567143303887894
见,35.39542161161451
媳妇,58.21361574388091
优秀,118.8610396554119
不敢,21.642316037278704
腿,41.0751403510836
过来,26.20587112255297
官方,86.11433629974971
容易,71.16750103000967
多少钱,30.861008460834068
年轻,132.61364997257834
想起,27.98059804237232
鸡,23.718249615833
灵光一闪,55.110213468073
养,-18.592343550751714
学,58.93985947034228
回,30.985518964016045
确实,99.04135542904
好人,202.09160685814595
成,37.30786578888025
注意,46.410942958177806
试试,35.77547087866805
适合,53.80887503716448
痛,33.590734704535954
大哥,69.05877473279877
变成,44.73111434142407
相信,84.0903453815539
钉,-64.66378710037442
成功,45.775981646873916
故事,62.93932023918105
才能,52.583196094424096
学习,99.07231265228233
到底,18.874108590349685
今年,18.928531571799795
加,58.22231828056737
起风,123.04772307760757
超级,115.32691747018055
同款,54.11766386464436
演,84.52172777062648
作品,101.98080341141626
小朋友,39.58102077264404
游戏,27.738484521955023
赢,70.7741683518032
最好,104.48283070346716
先生,37.45928488010486
武汉,161.667454958091
长大,68.81796071616037
老板,52.54434264952589
第一个,57.21186200558715
看完,-13.226294860521792
还要,24.56050060649514
身材,133.25573963516223
放手,112.62675917324509
心动,55.87294282748999
心里,71.85602752025005
非常,153.31900753399373
行,60.07132169474583
屏幕,6.084220268583326
结婚,30.819347600956398
鬼,49.96313193380511
最美,190.2994096899477
号,11.610611850098039
有点像,50.447703328617735
太美,139.36351975547677
越,60.76500092837196
拳头,236.8939769677704
说话,89.82117992185692
搞,31.244454282441502
写,18.099926540077227
色色,162.87114343167008
分,32.80695813666797
我会,44.89692220034389
真实,86.7385656833122
思考,12.078091369004444
可惜,61.69563509512513
抱拳,243.1218045842073
搞笑,104.6299591798658
每个,89.18804960484718
舔屏,169.0720875547778
少年,105.44845893045334
讲,100.77927089963822
隔离,40.10590345461896
骗,31.806767231840382
弄,11.211038712853355
戒指,143.6859062905427
本来,43.168265292813885
坏笑,99.14394755826712
难道,19.310697591737394
青筋,101.07627365617418
认识,58.137006589573645
小孩,47.74760331375923
那种,40.8504623602479
万,28.768525416922543
帅哥,127.11381995883485
超,109.29192039094337
医生,124.80783457409166
剧,27.44290848902476
更好,89.76419873784647
准备,23.75828384918782
住,30.136529018777182
忘,25.123207307184536
锁屏,19.750121605797045
完整版,137.3926737110535
重要,82.03131459862217
明白,31.67679113500286
弟弟,58.51204108391707
单身,23.01442367846793
辣椒,42.29267169515472
旁边,31.033415938978827
睡觉,38.20592299185289
甜,76.91677805659738
右边,78.67746164961356
姐妹,48.659277577412354
干嘛,45.923956372814956
婆婆,68.21181834470522
好美,134.50077992934877
意思,25.580203450140434
握手,210.58110287562386
听到,40.29965294771455
心疼,94.41448924329586
不吃,27.696320186029816
喷,28.76699168617538
歌名,103.74550203632431
尴尬,39.676447968865475
李,80.86018789645755
个人,25.99760008581726
陪,43.976930035623894
姑娘,109.39772571789682
下次,37.39898728505355
信,80.91266579581685
一看,45.86274670971589
三个,14.902660586448038
遇到,52.21925961038179
震惊,-59.59741295631564
色色色,200.62562531563475
色,104.09997520800681
安排,54.10632856032667
丢,21.05655939858821
这才,116.85138804646988
几天,-3.7433796084593984
工作,55.38196101870259
名,31.877003793516025
绝对,74.55482503731699
赶紧,22.017076808537134
越来越,141.00964873839072
马,89.0961349090644
勤洗手,177.736361398646
祝,173.2412865595061
看不见,47.75071233318516
刚才,16.77698849897075
梦,59.70338624002302
集合,68.94459730333995
疼,39.79463557650375
精神,100.54416038470774
值得,131.04580948536272
过去,45.301011091201254
这部,25.320488986485806
脸,35.005101661987325
头,13.417840524825387
客厅,48.625415881077956
仙女,73.94885373530515
估计,17.717579579555967
愿,144.32783221829771
对象,17.528455839402223
字,67.25048124208416
少,43.17839060586128
离婚,34.56665617036261
惊喜,150.52384387493805
前面,39.69578422868595
根本,26.973232791195414
鱼,3.179091844105174
张,89.91588778349606
想到,25.52045744913258
作者,35.479987285297014
黑,43.10937955962258
肉,46.704115208460095
抱,18.191572381217064
月亮,47.19820182933748
出去,12.58658783333409
屏,18.437513751856947
我爱你,178.2379196857073
动作,77.3432419243354
吃饭,42.593107626452465
明星,123.23690664357763
人间,80.93532381672895
第一次,18.410657627773016
明天,45.60769793622732
飞吻,207.74494807346665
不够,39.39735830039437
长得,96.98648956501938
胖子,71.29798517415216
变,64.12437955786831
房子,0.14635387042242698
棒,177.1073334908684
胖,27.38728089537487
推荐,35.6881720357427
哥,49.83280091530398
锁,-4.452332968404998
跟着,48.541780079419325
诶,90.11992760620572
比较,71.38819631016233
新,56.70984319752464
继续,81.44403223724305
小心,33.37856571449745
举报,17.525313790160176
错,23.8663036641967
演员,93.8925818753316
差不多,33.7826295847061
星星,51.527828015863214
还好,40.330393927130764
难,67.86033916483792
总是,56.70945794512116
最近,37.70177353768449
真正,110.94177460444416
眼神,66.64822252947937
当时,14.745329940276694
后来,13.87489983677634
完美,95.2387197876482
夏天,46.6265611747761
倒,24.50886546224508
日本,78.22124230859288
美丽,143.9174827739352
上车,80.40789544732297
心碎,104.89630320569765
打开,18.297763936210963
分手,11.757498371179643
菜刀,133.80950884490233
一条,12.552979633636742
灵魂,48.39440081173173
呵呵,76.50096826591128
人才,77.41760270354436
怀疑,24.142722272271676
价格,27.922715196525274
马上,43.08271141906107
大哭,66.63888867285866
抢,21.993508823884543
裤子,30.24213594291021
学会,52.843366955743456
苹果,-0.1282726633124165
不对,34.24576244141161
脖子,57.97047109168937
活,29.43406564103224
统一,110.27072214660672
气质,141.03552281648916
王,65.78755466134554
害怕,33.45416011679802
差点,0.02951853507899216
呐,68.25347372146382
儿,54.12453581624118
林童学,88.07210556165137
在家,38.94772303072029
俩,78.86284741269509
小鼓掌,172.83292911269933
湖北,116.92632810355649
丶,60.392501189744095
女神,120.84194367428474
坐,14.759213585821264
吹,34.86326637998057
坏,60.312070204957536
王者,33.32992118887647
糖,21.17230951748794
教,62.17089035685998
刺激,74.26029936727028
坚持,34.20479026039965
敢,52.463953950996924
一颗,32.7117080991113
天使,173.11546317699668
认真,59.82051511968298
脚,11.398419566232985
阳光,81.49785355768822
晕,0.9065499249726239
一年,20.938121546445025
女孩子,62.67472453283888
太好了,130.34071331127996
分钟,26.417913407320313
强大,139.04899468337794
小可爱,71.2543899915573
英语,82.48058458036479
安全,75.3963258595152
菜,41.23385201250491
出现,32.9430279261271
机会,53.039448194564315
鸭,75.06441004665226
路过,90.8351463940709
聪明,149.27028236976105
性感,148.2174278835333
回复,42.61130105129162
吐血,33.88006720942945
不在,46.270905772994794
感情,55.86389618972822
结局,34.21876164796666
经常,32.37448841530619
妈呀,42.7356994036934
舒服,88.84066246850529
愉快,176.9447764636118
帅气,118.37319827211971
关系,46.22514272296986
健康,151.14678963897586
最惨,90.54891063828364
呦,75.11527786041091
蓝,79.30313289084737
胡瓜,241.81966557260293
全部,49.71804860174826
下去,59.69455003384545
喵,38.85769912323583
小伙,89.45584897846165
太阳,53.478772751204225
植物,57.99255488490567
归来,183.06035795555982
进去,28.638269266545628
三岁,41.98295849992529
反正,30.922988041255586
够,69.93916030540186
咖啡,208.22875363151297
听说,52.58586560201263
昨天,9.72988534752882
明明,46.50749420274631
皮肤,53.48917149552145
扔,5.09623939868264
拥有,71.60235064014552
模仿,49.925373548847915
怪,35.87459631726268
吃瓜群众,59.95710689257322
经历,55.29055754414982
上学,41.61067505666814
来看,44.098027352859305
一辈子,83.42830277890991
开学,36.625998224025
味道,70.13941324002826
就算,49.91720085723355
不让,33.391159727123004
善良,131.3524261353958
男孩,79.07569548876583
缺,12.004431372917018
啥时候,42.73221557831804
绝望的凝视,65.9908743481
我想静静,-4.256106747471801
娶,60.91624521372252
水,29.13484004094493
酱,29.42635555036586
青春,67.3538319719537
美好,108.84328246800688
下来,39.43722930034565
不香,22.672413769471497
表情,64.5963256011284
互粉,147.95626082165813
杨,65.26994009534093
选择,71.9445989927297
少女,69.6005593176512
西瓜,98.74850372380246
拉,29.974845677186067
能量,118.98067709738844
未来,106.91516726774822
上面,28.631240367744937
真棒,156.37551653247664
发型,65.2409713009489
效果,56.72102796650705
鞋子,41.021425620717565
上班,32.71928409964469
红包,81.67020847545263
去过,49.00502237244001
理解,44.57151481184182
老子,29.839858581990775
阿姨,77.07074443471579
狗狗,89.61854891280665
傻,34.254876568086736
收藏,63.99657341663518
懵,47.821039998411976
情书,133.20187377968068
伟大,147.74273283680964
地球,88.53014529351708
摸头,116.86652470120518
看来,43.77024106725682
颜值,98.0316121819875
白,60.79566570433336
算,35.353964241713825
追,14.585771235337765
进,13.81147411072941
对面,20.839205611330765
早,29.684677390238345
吉他,47.000059382328516
好样,171.18093634258517
亲,71.13468965798792
学校,46.34494551097487
高手,89.73431837417817
原因,25.86720480913695
情况,40.0227834347492
出门,51.92828274925421
欺负,36.809471932376155
惊呆,40.17226274663455
接,100.78962983982082
祝福,123.21648745312496
大人,47.48568348810912
兔子,43.44924468593598
恐惧,147.49164270770783
贵,36.47199615426251
全是,40.39999136283289
好玩,71.77433933210963
无,65.72518791010611
飞机,14.52871637392448
不看,36.7565438380565
差,58.70949794036908
厕所,3.664386257053144
闺蜜,34.3545837651139
包拯,8.405398508504147
专业,31.445934736054724
背景音乐,50.90516689131216
当年,48.8800171602298
河南,81.77593334243431
讨厌,65.35006004247049
照顾,118.46791873542551
胜利,157.30966549754777
感恩,127.57892402789938
意大利,91.46637976815205
快点,28.439058543646805
早就,41.77668590475231
妹子,66.79596729094709
微信,39.69907698813289
毛病,52.349919955529856
二,27.876276427690208
吓人,52.38478776667183
太棒了,117.78738714444121
啵,64.70102718436743
小时,11.782772377634096
三,48.396421490226146
作业,28.646567077450257
真心,93.51191263103682
生气,54.87394974870462
下面,61.835588970354436
家庭,67.12845453853225
太帅,84.0240045906132
国外,63.628743003430245
公主,54.36310407882905
草莓,39.36304446689266
好不好,25.737937401552408
曾经,55.50273261462098
愿意,70.1423423003574
对了,114.11461229004956
战场,72.3547392526051
奶茶,35.08626900598368
小小,47.47117308507883
路,48.393814121092674
广东,54.44761334097285
成为,73.35724068413967
皱眉,54.334517452229875
珍惜,79.96618100486238
难受,55.97231269200424
回去,0.3161172147675493
包,38.07879391521644
我刚,38.61113482111165
嘴唇,175.84165782306002
对不起,47.322323049684044
身体,86.97153083331892
两,61.6502864334323
美美,139.29568524190555
饿,38.2445686456917
没想到,41.273719981555615
便宜,46.04488016567181
没人,28.229606514204235
学生,78.99086975513946
憨笑,137.16891182620492
就要,36.147738656258014
确定,30.44596316779205
病毒,58.097724085867256
没事,52.71141530182802
撇嘴,26.716184180652995
滴,68.53262334491656
暖,86.0357271640923
红,55.6986673131338
废,47.70068991481166
假,37.73862845085308
强,84.99810512848663
爷爷,60.32987251742014
斤,40.05790704765873
樱桃,67.86169316968432
垃圾,22.95547349027127
过年,83.81862680850647
离开,55.13729228243871
男孩子,58.77856453920262
顶,56.58646225995618
飞,36.02798965247883
求翻,74.67781594775289
粮,25.29700403896318
亲爱,102.72228088071016
说实话,55.27605897804483
中间,40.05798919041806
城市,63.487720194200975
呜呜,63.05949352037258
道理,90.90519216345243
戴,37.193288113880605
可怕,73.59213682425658
建议,48.665064274122344
吉林,120.59539366199047
上海,63.84416007871976
集,-2.608441757022537
我来,50.0644674993618
设置,22.737657356117747
是因为,56.599090732028856
去年,23.940242824595764
是否,46.178665677311386
酒,35.84472587687283
闭嘴,34.490840209742544
太难,44.81923619932873
全家,110.92188295485789
天才,69.12451470631711
正常,46.232102215176404
肚子,33.80200938774222
春晚,31.600633729904352
马云,86.22434672625884
嫂子,10.539530268548717
实在,60.32569016290587
抓,37.23393637872518
好久,47.25474241017074
眼泪,41.20218496268159
医院,48.161297697889324
热乎,32.35474530513252
一口,16.302728572999317
用户,54.204502670461274
抖,42.96778696934609
全世界,84.08403806700181
本人,43.05216904831958
做到,65.78324303904746
下载,22.763802936822383
奥利,62.2774070512274
腰,57.2618534014877
叔叔,67.77504021022209
活着,82.73014541364711
上去,51.16899383988013
忘记,41.955213947021974
人类,70.29533440428764
美的,92.45152439252855
一遍,28.097096004934432
我能,39.90825904178406
猪,38.1144155951076
半,73.24239501313485
难过,55.098784578622414
付出,121.09969512667618
夫妻,86.10110349705485
捡,25.205510025604696
刀,38.61069407490821
四个,20.189850353550845
委屈,58.36882567625902
眼前,73.61687463454997
事情,68.74287260080291
大学,44.07505220948083
练,27.95403097539795
二哈,53.34280789503049
工资,39.452637291089246
面前,68.0521520390575
约,-1.4357549332946569
警察,53.97239234387642
新年快乐,101.70824451179661
东北,86.99649881224384
关,45.36090286576658
酸,31.93163466260665
身上,32.605418291127265
习惯,55.118748731988866
傻子,24.722986865836702
广告,56.1824776639933
分享,72.94001921476882
泰国,46.93802819446263
多久,18.69922835042959
今晚,43.61653999708476
恋爱,45.35428487840175
一个月,-0.7115870043407693
大金牙,83.08531347785488
干净,72.24360806157927
上次,26.897758670244716
在座,48.257715210499555
办法,37.583385445247416
几年,33.231189146986935
皆,85.7189323137885
浪费,42.29916373564143
抱抱,76.65819242505843
输,51.18978540576202
咯,53.674640403252894
一路,81.1373729733308
猪头,63.92348543940718
粉,58.2042340752224
可乐,25.505312388779984
味,38.598725962971045
表示,48.04211318651143
鞋,37.23036309213222
秒,43.4860546666188
就行了,58.1503045960134
咬,20.232531958181557
全,62.55613498037425
反应,32.71966116931523
区,40.59333354678735
了解,55.506802020793046
哇塞,62.176559550600224
一部,35.48905653347887
得意,116.21011956141344
苦,66.24558966108276
能力,70.11012959553595
第几,-15.674227595708095
师傅,57.13155909679988
汉服,50.6297135777035
结束,36.71364072117436
梦想,60.17062215178025
社会,50.59596021586941
这次,63.92061064517388
没错,52.994489073991616
九,53.934044936009265
烊,51.032909833281664
说明,58.35083612812488
友谊,130.43021999841972
老人,83.817300380685
演技,90.89246388987897
教育,94.62896971600483
末班车,78.17263682923881
穷,54.160939968067595
偷,21.791994429429003
吐,47.91431574511529
记住,74.96967589311441
第二个,59.92965553168895
跳舞,84.11865763822506
特效,51.867126900572714
接受,63.44709005563017
原唱,71.41241931631724
剪,42.89803151010551
嘴,49.42982454604406
踢,33.08713537545716
看起来,79.31441869646211
外国人,42.5115443101259
狗子,38.77657348652563
和平,33.35398151041403
外面,33.52715825954758
骂,37.1707298382854
减肥,45.24991548321819
数学,72.89211617164156
剧情,38.088699645255055
十十,114.66132952749801
集美,31.11583695644796
叭,72.15536716604896
关键,30.62453971086874
开车,28.988419339190933
一套,32.61596704412561
洗,44.72978746950738
嘿哈,79.90443736533058
有钱人,53.95686241421859
真好,101.39890794927342
窗帘,61.89707595788815
嗨,60.77423278297428
累,54.52070646646358
小宝贝,97.37667917690614
生命,83.62517946029092
块,20.393932454878687
默默,57.947514809909286
舞,83.06783308002379
想想,51.83949855166722
玩意,40.32610101275799
善待,62.502894852175956
骗人,37.62152084797553
凯旋,142.4082274643423
技术,61.92065038300983
泡,30.93380069882802
一张,49.25423122735543
一对,73.79790348447577
棒棒,133.8509233669454
灯笼,192.48048471701196
身边,51.34024504483629
耶耶,94.46224499991487
版本,62.35276579450239
配合,88.14248663922652
十年,60.97614880190751
呆,40.64007283279706
躺,26.06965476268411
紫,53.90521696216476
树,35.04027431001102
代表,92.97086860147539
自由,55.883611652967026
砸,32.701764737219655
一场,61.68111850012792
毫无,76.10368416566794
照片,42.59412126130476
考虑,40.09091303218585
半天,29.77414044633898
陈,60.604482991785545
一首,80.54064774237779
乱,21.97654998625466
佩服,93.57223275031677
裙子,41.77614062849496
信号,43.84959994442312
仓鼠,33.21286799557778
奋斗,88.52412086664577
仙,60.997798847319665
全网,72.39096227323563
配,60.78752498583944
正在,32.938131936705716
简直,67.5590045749289
唯一,62.8598893944332
遇见,69.58629772969599
眼里,56.53397912472941
伤害,46.08642187016604
我怕,27.008741538991437
力量,104.94361296921426
一把,37.93018160594001
快递,50.45341546424437
不带,36.260225546291224
从小,67.16861362612065
噢,79.93665644283078
蓝色,64.68542105387282
冷,57.2876290114806
喊,59.65863216687569
麻烦,34.65993865482146
牙,32.07252784579441
家长,56.66827817350895
沾,37.92748285257943
马超,41.05628744436545
曾,67.86124550344846
心情,52.34888678258511
有种,71.54918531227807
没用,32.798034855124875
配音,51.168610575877196
莫名,66.52316392758154
放在,19.30259963224998
温暖,83.1951790409006
星河,45.78779211898649
无聊,38.07744757488847
不信,40.479092909647974
嘻嘻,52.411644002377706
一群,49.69513729727731
同意,72.82326944746073
橘子,39.79028766016127
多次,30.252319761730043
决定,60.761194456252355
爆,62.733560242128206
皮,30.186021896212438
后续,42.1815403645483
红旗,62.934295134401744
运动,58.306915378803424
五,53.98960240099822
神仙,46.89722417679717
生日,47.65022668698923
鸡蛋,18.510673995535942
情侣,42.902510791280044
装,34.87515377932472
活到,64.68023658269169
套路,39.682264579536074
慢慢,45.88277224615745
语文,51.93501121378034
母亲,74.62316908360495
国内,58.30435928667998
亿,67.80962510215105
再也,33.619039445215385
鼠,77.20764581045505
买个,37.21625191641502
元,44.24146032895409
担心,62.01631276224054
热巴,54.65895976642187
嘞,63.414753176585435
无敌,76.06308549212396
宝,63.12246062695358
派,48.46899748465147
想法,51.018736051085355
雪,26.07967138158105
儿媳妇,55.17671406023149
内幕,13.292532754976964
不少,50.80944459753343
外国,67.07109361574126
恐怖,67.19638238129096
派对,161.2298385835125
头像,40.190576421423756
穷人,61.763412577214126
乖乖,65.99167281540925
听歌,31.81507902348651
大大,39.03396721132029
左边,73.36747229681092
风,66.0564451066414
历史,45.414192214132406
方法,47.2543928008656
女主,45.102408717782794
吐舌,29.880826362773952
得到,60.94890029225546
发生,45.79491017186718
搭,51.65852239633959
实力,61.648399873574476
心中,93.09436328757198
做好,72.84834426194483
绝,61.63096733700825
球,44.36652954233472
山东,85.48085105010033
杀,33.868888080186856
用来,24.927743061977875
伤心,43.169257354299305
没钱,33.3849333426308
太漂亮,96.14857122166345
小熊,43.00536343758514
随便,39.457510823886835
进来,22.250349086172797
春天,70.4427247030261
沙雕,54.018333930408176
唱出,70.62576673280017
血,68.4119116676205
广西,50.340950942765815
看不到,16.756683813324322
大佬,50.278051983743204
加班,33.90474078505496
自豪,121.68149567683179
萱,70.3062864087179
红尘,71.1601908084985
认为,45.81703166290003
年龄,63.26692219227846
地址,38.47422308169906
下雨,34.26965941830828
最爱,66.6611923610428
挖,31.783941485820414
主持人,55.131147352962905
合适,53.75317758543151
心酸,74.41308461175552
陌生人,84.21911802355861
毕竟,46.6127972576171
点个,104.429343380018
风景,74.04527761513305
一半,38.72121349894084
版,40.91839418738646
放下,30.20137651808995
失去,54.69284066624651
表演,60.1865366234543
一家,61.83724991790137
医护人员,95.73838517753613
一脸,45.62497449358223
爸,50.297896898791336
拍照,41.344823743841744
害,49.67167740979639
一位,63.985523881778754
精英,38.55969897032787
到位,79.23559616658645
千万,45.232004798583276
仔,48.19140858519271
叫做,81.93940469177176
嗓子,87.5138338858726
承认,54.345580928894826
蛋糕,120.52586878071794
选,43.629226077429685
吓死,21.620843318566102
虫子,49.05403283990795
果,38.66159871494735
背景墙,57.53620763071031
卡,38.16216766524654
身高,35.048355841842834
领导,100.59663746070066
刘,59.981375512788375
疯,28.016164189865655
码,36.2545949874673
不住,31.941584459974685
这位,82.70223938140383
花花,78.84872535059247
传说,46.395687482955864
几次,22.35632079100047
赚钱,39.73594994535573
北京,57.007597761720774
有时候,51.619922775415475
徐,53.22078218468114
课,38.5143230371741
整,48.72242253801541
安安,75.3755121122138
啤酒,86.04457892110335
生病,50.13009616651937
电脑,24.659092881167055
气,45.76227773002479
舔,13.716782210442293
存在,52.192711231109996
貂蝉,55.804686868462454
动,34.34267436970661
哥们,43.30478670508458
多人,50.918792774468734
整个,46.91682499203628
布丁,61.49783588598075
瓜子,33.84824542471041
泡面,34.68149196550854
家人,79.3355736106329
速度,50.80793711356373
